"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2008-Q3","Q3-2008","1","RATIOS","0","Units",,,141.695195795983,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2008-Q4","Q4-2008","1","RATIOS","0","Units",,,138.803625266975,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2009","2009","1","RATIOS","0","Units",,,134.778203351838,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2009-Q1","Q1-2009","1","RATIOS","0","Units",,,136.684391370104,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2009-Q2","Q2-2009","1","RATIOS","0","Units",,,134.84241438629,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2009-Q3","Q3-2009","1","RATIOS","0","Units",,,133.928378730016,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2009-Q4","Q4-2009","1","RATIOS","0","Units",,,133.657628920944,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2010","2010","1","RATIOS","0","Units",,,132.38771721789,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2010-Q1","Q1-2010","1","RATIOS","0","Units",,,133.848000735661,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2010-Q2","Q2-2010","1","RATIOS","0","Units",,,133.544082100899,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2010-Q3","Q3-2010","1","RATIOS","0","Units",,,131.136661012589,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2010-Q4","Q4-2010","1","RATIOS","0","Units",,,131.022125022409,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2011","2011","1","RATIOS","0","Units",,,121.674353703239,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2011-Q1","Q1-2011","1","RATIOS","0","Units",,,125.418692126328,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2011-Q2","Q2-2011","1","RATIOS","0","Units",,,123.573968097467,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2011-Q3","Q3-2011","1","RATIOS","0","Units",,,120.983750003562,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2011-Q4","Q4-2011","1","RATIOS","0","Units",,,116.721004585599,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2012","2012","1","RATIOS","0","Units",,,109.372952249293,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2012-Q1","Q1-2012","1","RATIOS","0","Units",,,115.402329924624,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2012-Q2","Q2-2012","1","RATIOS","0","Units",,,110.780876806717,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2012-Q3","Q3-2012","1","RATIOS","0","Units",,,106.396443717715,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2012-Q4","Q4-2012","1","RATIOS","0","Units",,,104.912158548116,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2013","2013","1","RATIOS","0","Units",,,99.0687249672508,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2013-Q1","Q1-2013","1","RATIOS","0","Units",,,100.428842081996,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2013-Q2","Q2-2013","1","RATIOS","0","Units",,,98.4358920386949,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2013-Q3","Q3-2013","1","RATIOS","0","Units",,,99.0061097816826,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2013-Q4","Q4-2013","1","RATIOS","0","Units",,,98.4040559666298,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2014","2014","1","RATIOS","0","Units",,,99.1185481839362,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2014-Q1","Q1-2014","1","RATIOS","0","Units",,,99.8622379192368,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2014-Q2","Q2-2014","1","RATIOS","0","Units",,,99.5568439237401,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2014-Q3","Q3-2014","1","RATIOS","0","Units",,,98.625503044443,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2014-Q4","Q4-2014","1","RATIOS","0","Units",,,98.4296078483249,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2015","2015","1","RATIOS","0","Units",,,98.6613358170633,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2015-Q1","Q1-2015","1","RATIOS","0","Units",,,97.0211206297462,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2015-Q2","Q2-2015","1","RATIOS","0","Units",,,99.0712716743492,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2015-Q3","Q3-2015","1","RATIOS","0","Units",,,99.1010226306056,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2015-Q4","Q4-2015","1","RATIOS","0","Units",,,99.451928333552,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2016","2016","1","RATIOS","0","Units",,,100.638276828572,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,100.361782195218,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,100.498664982754,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,100.585820693123,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,101.106839443195,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2017","2017","1","RATIOS","0","Units",,,103.767213882238,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,102.448806462659,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,103.09282630525,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,104.104071955953,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,105.423150805089,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2018","2018","1","RATIOS","0","Units",,,107.971558392577,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,105.707116937945,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,107.387457043928,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,108.778569475945,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,110.013090112491,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2019","2019","1","RATIOS","0","Units",,,111.680265769463,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,110.934312917911,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,111.451891064056,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,112.082840457001,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,112.252018638884,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,111.669201553283,,
"ESP","Spain","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,122.211766362048,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2005","2005","1","RATIOS","0","Units",,,106.510830640427,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q1","Q1-2005","1","RATIOS","0","Units",,,105.414690848431,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q2","Q2-2005","1","RATIOS","0","Units",,,106.05806328283,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q3","Q3-2005","1","RATIOS","0","Units",,,107.411739947643,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q4","Q4-2005","1","RATIOS","0","Units",,,107.158828482801,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2006","2006","1","RATIOS","0","Units",,,106.070259688946,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q1","Q1-2006","1","RATIOS","0","Units",,,106.67088098284,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q2","Q2-2006","1","RATIOS","0","Units",,,106.344053008419,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q3","Q3-2006","1","RATIOS","0","Units",,,105.675105121186,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q4","Q4-2006","1","RATIOS","0","Units",,,105.590999643337,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2007","2007","1","RATIOS","0","Units",,,103.775121961992,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q1","Q1-2007","1","RATIOS","0","Units",,,105.578253783835,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q2","Q2-2007","1","RATIOS","0","Units",,,104.02115629463,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q3","Q3-2007","1","RATIOS","0","Units",,,103.955183615197,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q4","Q4-2007","1","RATIOS","0","Units",,,101.545894154305,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2008","2008","1","RATIOS","0","Units",,,94.3783021843122,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q1","Q1-2008","1","RATIOS","0","Units",,,98.3711426684732,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q2","Q2-2008","1","RATIOS","0","Units",,,95.0960446801299,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q3","Q3-2008","1","RATIOS","0","Units",,,91.4372435507277,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q4","Q4-2008","1","RATIOS","0","Units",,,92.6087778379183,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2009","2009","1","RATIOS","0","Units",,,92.0828611649411,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q1","Q1-2009","1","RATIOS","0","Units",,,92.1892468080467,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q2","Q2-2009","1","RATIOS","0","Units",,,92.3544838434695,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q3","Q3-2009","1","RATIOS","0","Units",,,91.9143994736769,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q4","Q4-2009","1","RATIOS","0","Units",,,91.8733145345715,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2010","2010","1","RATIOS","0","Units",,,90.8932896329516,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q1","Q1-2010","1","RATIOS","0","Units",,,91.6450728683502,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q2","Q2-2010","1","RATIOS","0","Units",,,91.5838909168473,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q3","Q3-2010","1","RATIOS","0","Units",,,90.7390704498805,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q4","Q4-2010","1","RATIOS","0","Units",,,89.6051242967285,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2011","2011","1","RATIOS","0","Units",,,85.6398270899887,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q1","Q1-2011","1","RATIOS","0","Units",,,88.7974714278265,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q2","Q2-2011","1","RATIOS","0","Units",,,86.6396932546396,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q3","Q3-2011","1","RATIOS","0","Units",,,85.0400930888759,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q4","Q4-2011","1","RATIOS","0","Units",,,82.0820505886129,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2012","2012","1","RATIOS","0","Units",,,78.0202766282779,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q1","Q1-2012","1","RATIOS","0","Units",,,80.3815394242106,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q2","Q2-2012","1","RATIOS","0","Units",,,77.9662727233337,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q3","Q3-2012","1","RATIOS","0","Units",,,76.7727501518833,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q4","Q4-2012","1","RATIOS","0","Units",,,76.9605442136841,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2013","2013","1","RATIOS","0","Units",,,75.5978748205021,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q1","Q1-2013","1","RATIOS","0","Units",,,75.3233617665064,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q2","Q2-2013","1","RATIOS","0","Units",,,74.9183692939586,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q3","Q3-2013","1","RATIOS","0","Units",,,75.2422071365147,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q4","Q4-2013","1","RATIOS","0","Units",,,76.9075610850287,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2014","2014","1","RATIOS","0","Units",,,75.4683965504895,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q1","Q1-2014","1","RATIOS","0","Units",,,75.2059278518833,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q2","Q2-2014","1","RATIOS","0","Units",,,75.9499331156232,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q3","Q3-2014","1","RATIOS","0","Units",,,75.5314684271315,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q4","Q4-2014","1","RATIOS","0","Units",,,75.18625680732,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2015","2015","1","RATIOS","0","Units",,,76.9214641631903,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q1","Q1-2015","1","RATIOS","0","Units",,,74.9648296664083,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q2","Q2-2015","1","RATIOS","0","Units",,,77.2636702119336,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q3","Q3-2015","1","RATIOS","0","Units",,,77.1998821736493,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q4","Q4-2015","1","RATIOS","0","Units",,,78.2574746007699,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2016","2016","1","RATIOS","0","Units",,,81.0093257084502,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,79.1300067735807,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,80.5883349279427,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,81.6904688778333,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,82.628492254444,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2017","2017","1","RATIOS","0","Units",,,87.6259314711052,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,84.0808745665856,,
"PRT","Portugal","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,86.1485680213818,,
