"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","HPI_YDH","Price to income ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,106.713359767792,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2014","2014","IDX","Index","0","Units",,,100.79686990181,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,103.106864906189,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,99.469351191478,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,100.149168638196,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,100.462094871375,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2015","2015","IDX","Index","0","Units",,,100,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,100.961518122086,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,101.870936304164,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.345176614372,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,97.8223689593779,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2016","2016","IDX","Index","0","Units",,,98.8284830191527,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,97.832740726895,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,98.1988272360847,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,99.4498132247396,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.8325508888914,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2017","2017","IDX","Index","0","Units",,,101.923038431733,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,100.373888733239,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,101.914649508006,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,101.908561879635,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,103.495053606054,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2018","2018","IDX","Index","0","Units",,,104.646989833549,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,103.602488265873,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,103.612905341083,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,105.485825295336,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,105.886740431906,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2019","2019","IDX","Index","0","Units",,,106.306410259431,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,105.482995785952,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,105.483875260633,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,107.478116909199,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,106.780653081939,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,106.853738908448,,
"SVN","Slovenia","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,112.797873044841,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2005","2005","1","RATIOS","0","Units",,,147.348731387166,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q1","Q1-2005","1","RATIOS","0","Units",,,143.043652560611,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q2","Q2-2005","1","RATIOS","0","Units",,,145.850667516348,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q3","Q3-2005","1","RATIOS","0","Units",,,148.463160091674,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q4","Q4-2005","1","RATIOS","0","Units",,,152.037445380031,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2006","2006","1","RATIOS","0","Units",,,160.394021814923,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q1","Q1-2006","1","RATIOS","0","Units",,,154.721348122172,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q2","Q2-2006","1","RATIOS","0","Units",,,158.104939741278,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q3","Q3-2006","1","RATIOS","0","Units",,,162.426089303708,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q4","Q4-2006","1","RATIOS","0","Units",,,166.323710092533,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2007","2007","1","RATIOS","0","Units",,,168.807282244097,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q1","Q1-2007","1","RATIOS","0","Units",,,167.890648736834,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q2","Q2-2007","1","RATIOS","0","Units",,,169.420645549699,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q3","Q3-2007","1","RATIOS","0","Units",,,169.767768605585,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q4","Q4-2007","1","RATIOS","0","Units",,,168.150066084272,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2008","2008","1","RATIOS","0","Units",,,159.681750207859,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q1","Q1-2008","1","RATIOS","0","Units",,,166.092831001717,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q2","Q2-2008","1","RATIOS","0","Units",,,162.111689644938,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q3","Q3-2008","1","RATIOS","0","Units",,,158.0693573819,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q4","Q4-2008","1","RATIOS","0","Units",,,152.453122802883,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2009","2009","1","RATIOS","0","Units",,,144.639455991179,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q1","Q1-2009","1","RATIOS","0","Units",,,148.030560743059,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q2","Q2-2009","1","RATIOS","0","Units",,,144.773006124549,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q3","Q3-2009","1","RATIOS","0","Units",,,143.113385288949,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q4","Q4-2009","1","RATIOS","0","Units",,,142.64087180816,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2010","2010","1","RATIOS","0","Units",,,140.518775413365,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q1","Q1-2010","1","RATIOS","0","Units",,,141.951185739365,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q2","Q2-2010","1","RATIOS","0","Units",,,141.889294832929,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q3","Q3-2010","1","RATIOS","0","Units",,,139.340642452077,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q4","Q4-2010","1","RATIOS","0","Units",,,138.89397862909,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2011","2011","1","RATIOS","0","Units",,,128.453485858702,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q1","Q1-2011","1","RATIOS","0","Units",,,135.341575345711,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q2","Q2-2011","1","RATIOS","0","Units",,,131.612559257128,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q3","Q3-2011","1","RATIOS","0","Units",,,126.672018279273,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q4","Q4-2011","1","RATIOS","0","Units",,,120.187790552698,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2012","2012","1","RATIOS","0","Units",,,108.864119947672,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q1","Q1-2012","1","RATIOS","0","Units",,,115.183797247676,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q2","Q2-2012","1","RATIOS","0","Units",,,110.017427628698,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q3","Q3-2012","1","RATIOS","0","Units",,,105.744524872721,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q4","Q4-2012","1","RATIOS","0","Units",,,104.510730041593,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2013","2013","1","RATIOS","0","Units",,,99.1088885009796,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q1","Q1-2013","1","RATIOS","0","Units",,,100.297045144361,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q2","Q2-2013","1","RATIOS","0","Units",,,98.4507689130083,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q3","Q3-2013","1","RATIOS","0","Units",,,99.0675842931872,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q4","Q4-2013","1","RATIOS","0","Units",,,98.6201556533621,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2014","2014","1","RATIOS","0","Units",,,100.107955308725,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q1","Q1-2014","1","RATIOS","0","Units",,,99.2001668092243,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q2","Q2-2014","1","RATIOS","0","Units",,,99.8606089938342,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q3","Q3-2014","1","RATIOS","0","Units",,,100.141660962675,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q4","Q4-2014","1","RATIOS","0","Units",,,101.229384469165,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2015","2015","1","RATIOS","0","Units",,,104.199463264497,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q1","Q1-2015","1","RATIOS","0","Units",,,101.197728081976,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q2","Q2-2015","1","RATIOS","0","Units",,,104.357909149609,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q3","Q3-2015","1","RATIOS","0","Units",,,105.102445846346,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q4","Q4-2015","1","RATIOS","0","Units",,,106.139769980058,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2016","2016","1","RATIOS","0","Units",,,109.109896801137,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,107.680808143933,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,108.504436260024,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,109.41803406388,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,110.836308736712,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2017","2017","1","RATIOS","0","Units",,,115.392089111967,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,113.111592464807,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,114.458292781194,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,116.075646848527,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,117.922824353341,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2018","2018","1","RATIOS","0","Units",,,121.61535401678,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,118.874353142375,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,120.958135085083,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,122.635580938684,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,123.993346900979,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2019","2019","1","RATIOS","0","Units",,,125.972509228288,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,125.013592500015,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,125.669489957359,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,126.441942117207,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,126.765012338571,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,127.328431982392,,
"ESP","Spain","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,127.00440871538,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2005","2005","IDX","Index","0","Units",,,135.21519759234,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2005-Q1","Q1-2005","IDX","Index","0","Units",,,130.846126738904,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2005-Q2","Q2-2005","IDX","Index","0","Units",,,133.978156610551,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2005-Q3","Q3-2005","IDX","Index","0","Units",,,136.778760176039,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2005-Q4","Q4-2005","IDX","Index","0","Units",,,139.257746843864,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2006","2006","IDX","Index","0","Units",,,146.381788916002,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2006-Q1","Q1-2006","IDX","Index","0","Units",,,143.34551809145,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2006-Q2","Q2-2006","IDX","Index","0","Units",,,145.423331309677,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2006-Q3","Q3-2006","IDX","Index","0","Units",,,146.733572385318,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2006-Q4","Q4-2006","IDX","Index","0","Units",,,150.024733877562,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2007","2007","IDX","Index","0","Units",,,148.714407654867,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2007-Q1","Q1-2007","IDX","Index","0","Units",,,148.691847550672,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,148.783735823933,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,149.401997687523,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,147.980049557341,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2008","2008","IDX","Index","0","Units",,,145.25731216123,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,147.039452778228,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,146.097921911593,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,145.107493376644,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,142.784380578456,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2009","2009","IDX","Index","0","Units",,,134.153321297953,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,135.966567416632,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,135.090176730715,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,132.970256123857,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,132.58628492061,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2010","2010","IDX","Index","0","Units",,,125.228673875996,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,130.255720060463,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,126.931758612373,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,122.519076351269,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,121.208140479877,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2011","2011","IDX","Index","0","Units",,,117.322974101676,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,120.757206352163,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,118.939160662973,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,116.67806844725,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,112.917460944318,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2012","2012","IDX","Index","0","Units",,,105.698144640222,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,108.567653754919,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,107.316216334971,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,104.748348835913,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,102.160359635084,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2013","2013","IDX","Index","0","Units",,,101.042100516686,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,101.013439890871,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,100.777330739418,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,101.453865842561,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,100.923765593892,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2014","2014","IDX","Index","0","Units",,,100.708394144835,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,100.512796265571,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,100.50816402104,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,100.351044847156,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,101.461571445572,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2015","2015","IDX","Index","0","Units",,,100,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,101.431295053989,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.6047590754693,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.145209171524,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.8187366990177,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016","2016","IDX","Index","0","Units",,,100.21215565185,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.859627658403,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.506507741256,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,99.7506320165024,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.731855191237,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017","2017","IDX","Index","0","Units",,,101.386956611566,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,99.3077193400101,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,100.490689512349,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,102.0586625073,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,103.690755086605,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018","2018","IDX","Index","0","Units",,,106.654570298706,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,104.906571953435,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,106.150268443193,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,107.20009618803,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,108.361344610166,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2019","2019","IDX","Index","0","Units",,,114.52778114479,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,111.062810269373,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,114.14400565931,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,116.169458021122,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,116.734850629356,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,118.880753548004,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,114.112299825821,,
"ITA","Italy","RPI","Rent prices, s.a.","2005","2005","IDX","Index","0","Units",,,84.1666467724125,,
"ITA","Italy","RPI","Rent prices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,83.4514455340218,,
"ITA","Italy","RPI","Rent prices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,83.9489330443008,,
"ITA","Italy","RPI","Rent prices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,84.4639437192429,,
"ITA","Italy","RPI","Rent prices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,84.8022647920845,,
"ITA","Italy","RPI","Rent prices, s.a.","2006","2006","IDX","Index","0","Units",,,86.2568133654392,,
"ITA","Italy","RPI","Rent prices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,85.4742902060688,,
"ITA","Italy","RPI","Rent prices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,85.9375122767761,,
"ITA","Italy","RPI","Rent prices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,86.5029647872527,,
"ITA","Italy","RPI","Rent prices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,87.1124861916591,,
"ITA","Italy","RPI","Rent prices, s.a.","2007","2007","IDX","Index","0","Units",,,88.206996069687,,
"ITA","Italy","RPI","Rent prices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,87.5766125347005,,
"ITA","Italy","RPI","Rent prices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,87.9757482955675,,
"ITA","Italy","RPI","Rent prices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,88.4203471430605,,
"ITA","Italy","RPI","Rent prices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,88.8552763054196,,
"ITA","Italy","RPI","Rent prices, s.a.","2008","2008","IDX","Index","0","Units",,,90.3743965322753,,
"ITA","Italy","RPI","Rent prices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,89.2951180092179,,
"ITA","Italy","RPI","Rent prices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,89.9438793376904,,
"ITA","Italy","RPI","Rent prices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,90.6847705366952,,
"ITA","Italy","RPI","Rent prices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,91.5738182454977,,
"ITA","Italy","RPI","Rent prices, s.a.","2009","2009","IDX","Index","0","Units",,,93.4058634095919,,
"ITA","Italy","RPI","Rent prices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,92.4639857756279,,
"ITA","Italy","RPI","Rent prices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,93.1815374012945,,
"ITA","Italy","RPI","Rent prices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,93.7558242718726,,
"ITA","Italy","RPI","Rent prices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,94.2221061895727,,
"ITA","Italy","RPI","Rent prices, s.a.","2010","2010","IDX","Index","0","Units",,,95.2257089593514,,
"ITA","Italy","RPI","Rent prices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,94.6800123599997,,
"ITA","Italy","RPI","Rent prices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,95.0303576433838,,
"ITA","Italy","RPI","Rent prices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,95.4347579345095,,
